base_filename,avg_yield_percentage,std_dev_yield
percent_15__30.0_kT_1.5_highT.pos,81.06666666666666,2.3456816114345598
percent_15__35.0_kT_1.25_highT.pos,9.133333333333333,1.6519348924485162
percent_15__35.0_kT_1.5_highT.pos,80.46666666666665,1.635712552851372
percent_15__40.0_kT_1.25_highT.pos,0.3333333333333333,0.24944382578492943
percent_15__40.0_kT_1.5_highT.pos,33.733333333333334,4.817560470703912
percent_15__45.0_kT_1.25_highT.pos,0.46666666666666673,0.33993463423951903
percent_15__45.0_kT_1.5_highT.pos,10.866666666666667,5.164838386199085
percent_15__5.0_kT_1.25_highT.pos,87.2,1.2328828005937957
percent_15__5.0_kT_1.5_highT.pos,76.73333333333333,3.51125175527032
percent_15__50.0_kT_1.25_highT.pos,0.13333333333333336,0.09428090415820635
percent_15__50.0_kT_1.5_highT.pos,21.399999999999995,3.4563950391508578
